year,month,geo,dguid,labour_force_characteristics,educational_degree,sex,age_group,uom,uom_id,scalar_factor,scalar_id,vector,coordinate,value,status,symbol,terminated,decimals
2020,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.5,NA,NA,NA,1
2020,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,57.2,NA,NA,NA,1
2020,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,48.5,NA,NA,NA,1
2020,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,40.3,NA,NA,NA,1
2020,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,42.4,NA,NA,NA,1
2020,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,50.4,NA,NA,NA,1
2020,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,53.8,NA,NA,NA,1
2020,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,58.2,NA,NA,NA,1
2020,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,53.4,NA,NA,NA,1
2020,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,52.2,NA,NA,NA,1
2020,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,53.6,NA,NA,NA,1
2020,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,53.4,NA,NA,NA,1
2021,01,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,49.3,NA,NA,NA,1
2021,02,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,48.7,NA,NA,NA,1
2021,03,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,51.2,NA,NA,NA,1
2021,04,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,49.5,NA,NA,NA,1
2021,05,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,52.3,NA,NA,NA,1
2021,06,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,60.2,NA,NA,NA,1
2021,07,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,62,NA,NA,NA,1
2021,08,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,61.2,NA,NA,NA,1
2021,09,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,55.7,NA,NA,NA,1
2021,10,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,54.2,NA,NA,NA,1
2021,11,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,54.5,NA,NA,NA,1
2021,12,Canada,2016A000011124,Employment rate,"High school graduate, some post-secondary",Females,15 years and over,Percentage,242,units,0,v54912687,1.10.4.3.1,54.2,NA,NA,NA,1
2017,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.8,NA,NA,NA,1
2017,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.6,NA,NA,NA,1
2017,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.8,NA,NA,NA,1
2017,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.6,NA,NA,NA,1
2017,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.3,NA,NA,NA,1
2017,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.7,NA,NA,NA,1
2017,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.6,NA,NA,NA,1
2017,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.1,NA,NA,NA,1
2017,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.6,NA,NA,NA,1
2017,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.5,NA,NA,NA,1
2017,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.2,NA,NA,NA,1
2017,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.2,NA,NA,NA,1
2018,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71,NA,NA,NA,1
2018,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.9,NA,NA,NA,1
2018,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71.6,NA,NA,NA,1
2018,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71.6,NA,NA,NA,1
2018,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.7,NA,NA,NA,1
2018,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.4,NA,NA,NA,1
2018,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73,NA,NA,NA,1
2018,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.6,NA,NA,NA,1
2018,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.6,NA,NA,NA,1
2018,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.1,NA,NA,NA,1
2018,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.4,NA,NA,NA,1
2018,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72,NA,NA,NA,1
2019,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71.2,NA,NA,NA,1
2019,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71.6,NA,NA,NA,1
2019,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71.4,NA,NA,NA,1
2019,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.1,NA,NA,NA,1
2019,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.4,NA,NA,NA,1
2019,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.6,NA,NA,NA,1
2019,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.3,NA,NA,NA,1
2019,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.6,NA,NA,NA,1
2019,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.5,NA,NA,NA,1
2019,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,73.1,NA,NA,NA,1
2019,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.7,NA,NA,NA,1
2019,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,72.1,NA,NA,NA,1
2020,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,71,NA,NA,NA,1
2020,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.5,NA,NA,NA,1
2020,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,67.6,NA,NA,NA,1
2020,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,59.7,NA,NA,NA,1
2020,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,63.2,NA,NA,NA,1
2020,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,66.8,NA,NA,NA,1
2020,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,68.6,NA,NA,NA,1
2020,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,69.6,NA,NA,NA,1
2020,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.1,NA,NA,NA,1
2020,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.1,NA,NA,NA,1
2020,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,69.9,NA,NA,NA,1
2020,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,68.4,NA,NA,NA,1
2021,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,66.7,NA,NA,NA,1
2021,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,67.6,NA,NA,NA,1
2021,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,68.8,NA,NA,NA,1
2021,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,68.4,NA,NA,NA,1
2021,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70,NA,NA,NA,1
2021,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.9,NA,NA,NA,1
2021,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,69.9,NA,NA,NA,1
2021,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70,NA,NA,NA,1
2021,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.5,NA,NA,NA,1
2021,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.2,NA,NA,NA,1
2021,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70.2,NA,NA,NA,1
2021,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Males,15 years and over,Percentage,242,units,0,v54912701,1.10.5.2.1,70,NA,NA,NA,1
2017,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.2,NA,NA,NA,1
2017,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.1,NA,NA,NA,1
2017,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.2,NA,NA,NA,1
2017,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.9,NA,NA,NA,1
2017,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.3,NA,NA,NA,1
2017,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.3,NA,NA,NA,1
2017,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.6,NA,NA,NA,1
2017,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.5,NA,NA,NA,1
2017,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.9,NA,NA,NA,1
2017,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.9,NA,NA,NA,1
2017,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.7,NA,NA,NA,1
2017,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65,NA,NA,NA,1
2018,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.6,NA,NA,NA,1
2018,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.7,NA,NA,NA,1
2018,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.1,NA,NA,NA,1
2018,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.5,NA,NA,NA,1
2018,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.9,NA,NA,NA,1
2018,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.5,NA,NA,NA,1
2018,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.1,NA,NA,NA,1
2018,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.7,NA,NA,NA,1
2018,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.3,NA,NA,NA,1
2018,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.4,NA,NA,NA,1
2018,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.7,NA,NA,NA,1
2018,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.4,NA,NA,NA,1
2019,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.9,NA,NA,NA,1
2019,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.1,NA,NA,NA,1
2019,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.2,NA,NA,NA,1
2019,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.9,NA,NA,NA,1
2019,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,65.8,NA,NA,NA,1
2019,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.1,NA,NA,NA,1
2019,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.4,NA,NA,NA,1
2019,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.7,NA,NA,NA,1
2019,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.4,NA,NA,NA,1
2019,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.3,NA,NA,NA,1
2019,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.1,NA,NA,NA,1
2019,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,66.1,NA,NA,NA,1
2020,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.9,NA,NA,NA,1
2020,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,64.9,NA,NA,NA,1
2020,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,60.5,NA,NA,NA,1
2020,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,54,NA,NA,NA,1
2020,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,55.3,NA,NA,NA,1
2020,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,59,NA,NA,NA,1
2020,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,59.1,NA,NA,NA,1
2020,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,59.4,NA,NA,NA,1
2020,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61.3,NA,NA,NA,1
2020,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61.7,NA,NA,NA,1
2020,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61.5,NA,NA,NA,1
2020,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61.2,NA,NA,NA,1
2021,01,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,59.5,NA,NA,NA,1
2021,02,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,60.8,NA,NA,NA,1
2021,03,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61,NA,NA,NA,1
2021,04,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61.5,NA,NA,NA,1
2021,05,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,61.3,NA,NA,NA,1
2021,06,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,62.2,NA,NA,NA,1
2021,07,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,60.3,NA,NA,NA,1
2021,08,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,60.5,NA,NA,NA,1
2021,09,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,62.8,NA,NA,NA,1
2021,10,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,62.3,NA,NA,NA,1
2021,11,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,62.7,NA,NA,NA,1
2021,12,Canada,2016A000011124,Employment rate,Postsecondary certificate or diploma,Females,15 years and over,Percentage,242,units,0,v54912708,1.10.5.3.1,62.5,NA,NA,NA,1
2017,01,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,75.7,NA,NA,NA,1
2017,02,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76,NA,NA,NA,1
2017,03,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.1,NA,NA,NA,1
2017,04,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.8,NA,NA,NA,1
2017,05,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,77.1,NA,NA,NA,1
2017,06,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,77.3,NA,NA,NA,1
2017,07,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.1,NA,NA,NA,1
2017,08,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,75.5,NA,NA,NA,1
2017,09,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,75.3,NA,NA,NA,1
2017,10,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.4,NA,NA,NA,1
2017,11,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.6,NA,NA,NA,1
2017,12,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,77.1,NA,NA,NA,1
2018,01,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76,NA,NA,NA,1
2018,02,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.2,NA,NA,NA,1
2018,03,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.9,NA,NA,NA,1
2018,04,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.2,NA,NA,NA,1
2018,05,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.2,NA,NA,NA,1
2018,06,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,76.5,NA,NA,NA,1
2018,07,Canada,2016A000011124,Employment rate,Bachelor's degree,Males,15 years and over,Percentage,242,units,0,v54912785,1.10.9.2.1,75.3,NA,NA,NA,1
